,ID,Label,Count,Year Range
4811,transition probabilities (2010-2014),transition probabilities (2010-2014),405,2010-2014
4812,time varying (2015-2017),time varying (2015-2017),405,2015-2017
4813,technical challenges (2015-2017),technical challenges (2015-2017),405,2015-2017
4814,analytical framework (2015-2017),analytical framework (2015-2017),405,2015-2017
4815,dynamic network (2015-2017),dynamic network (2015-2017),405,2015-2017
4816,text documents (2005-2009),text documents (2005-2009),404,2005-2009
4817,customer satisfaction (2005-2009),customer satisfaction (2005-2009),404,2005-2009
4818,digital cameras (2005-2009),digital cameras (2005-2009),404,2005-2009
4819,support vector (2005-2009),support vector (2005-2009),404,2005-2009
4820,vertex set (2005-2009),vertex set (2005-2009),404,2005-2009
4821,process parameters (2010-2014),process parameters (2010-2014),404,2010-2014
4822,social capital (2010-2014),social capital (2010-2014),404,2010-2014
4823,facial images (2010-2014),facial images (2010-2014),404,2010-2014
4824,path length (2010-2014),path length (2010-2014),404,2010-2014
4825,performance parameters (2010-2014),performance parameters (2010-2014),404,2010-2014
4826,packet forwarding (2010-2014),packet forwarding (2010-2014),404,2010-2014
4827,hardware cost (2010-2014),hardware cost (2010-2014),404,2010-2014
4828,convex hull (2015-2017),convex hull (2015-2017),404,2015-2017
4829,students learning (2015-2017),students learning (2015-2017),404,2015-2017
4830,false alarms (2015-2017),false alarms (2015-2017),404,2015-2017
4831,artificial intelligence (1990-1994),artificial intelligence (1990-1994),403,1990-1994
4832,decision makers (2000-2004),decision makers (2000-2004),403,2000-2004
4833,local minima (2000-2004),local minima (2000-2004),403,2000-2004
4834,input signal (2000-2004),input signal (2000-2004),403,2000-2004
4835,membership functions (2000-2004),membership functions (2000-2004),403,2000-2004
4836,control algorithms (2005-2009),control algorithms (2005-2009),403,2005-2009
4837,camera calibration (2005-2009),camera calibration (2005-2009),403,2005-2009
4838,gibbs sampling (2010-2014),gibbs sampling (2010-2014),403,2010-2014
4839,link prediction (2010-2014),link prediction (2010-2014),403,2010-2014
4840,high power (2010-2014),high power (2010-2014),403,2010-2014
4841,reference image (2010-2014),reference image (2010-2014),403,2010-2014
4842,sleep mode (2010-2014),sleep mode (2010-2014),403,2010-2014
4843,learning outcomes (2015-2017),learning outcomes (2015-2017),403,2015-2017
4844,synthetic datasets (2015-2017),synthetic datasets (2015-2017),403,2015-2017
4845,effectively improve (2015-2017),effectively improve (2015-2017),403,2015-2017
4846,vector field (2005-2009),vector field (2005-2009),402,2005-2009
4847,partial order (2005-2009),partial order (2005-2009),402,2005-2009
4848,time slot (2005-2009),time slot (2005-2009),402,2005-2009
4849,fully integrated (2005-2009),fully integrated (2005-2009),402,2005-2009
4850,differential evolution algorithm (2010-2014),differential evolution algorithm (2010-2014),402,2010-2014
4851,multiple objectives (2010-2014),multiple objectives (2010-2014),402,2010-2014
4852,semantic search (2010-2014),semantic search (2010-2014),402,2010-2014
4853,graph cuts (2010-2014),graph cuts (2010-2014),402,2010-2014
4854,evaluation metrics (2015-2017),evaluation metrics (2015-2017),402,2015-2017
4855,model predictive control mpc (2015-2017),model predictive control mpc (2015-2017),402,2015-2017
4856,social influence (2015-2017),social influence (2015-2017),402,2015-2017
4857,streaming data (2015-2017),streaming data (2015-2017),402,2015-2017
4858,primary user (2015-2017),primary user (2015-2017),402,2015-2017
4859,pattern recognition (1990-1994),pattern recognition (1990-1994),401,1990-1994
4860,partial differential equations (2000-2004),partial differential equations (2000-2004),401,2000-2004
4861,extensive experiments (2000-2004),extensive experiments (2000-2004),401,2000-2004
4862,iterative algorithm (2000-2004),iterative algorithm (2000-2004),401,2000-2004
4863,user authentication (2005-2009),user authentication (2005-2009),401,2005-2009
4864,confidence intervals (2005-2009),confidence intervals (2005-2009),401,2005-2009
4865,decision problems (2005-2009),decision problems (2005-2009),401,2005-2009
4866,trust management (2005-2009),trust management (2005-2009),401,2005-2009
4867,power efficient (2005-2009),power efficient (2005-2009),401,2005-2009
4868,robust stability (2005-2009),robust stability (2005-2009),401,2005-2009
4869,depth images (2010-2014),depth images (2010-2014),401,2010-2014
4870,force feedback (2010-2014),force feedback (2010-2014),401,2010-2014
4871,inverted pendulum (2010-2014),inverted pendulum (2010-2014),401,2010-2014
4872,project managers (2010-2014),project managers (2010-2014),401,2010-2014
4873,finite element analysis (2010-2014),finite element analysis (2010-2014),401,2010-2014
4874,theoretical properties (2010-2014),theoretical properties (2010-2014),401,2010-2014
4875,finite volume (2010-2014),finite volume (2010-2014),401,2010-2014
4876,spectral clustering (2015-2017),spectral clustering (2015-2017),401,2015-2017
4877,color images (2015-2017),color images (2015-2017),401,2015-2017
4878,individual differences (2015-2017),individual differences (2015-2017),401,2015-2017
4879,performance metrics (2000-2004),performance metrics (2000-2004),400,2000-2004
4880,computational resources (2000-2004),computational resources (2000-2004),400,2000-2004
4881,parallel programming (2000-2004),parallel programming (2000-2004),400,2000-2004
4882,standard deviation (2000-2004),standard deviation (2000-2004),400,2000-2004
4883,three dimensional (2000-2004),three dimensional (2000-2004),400,2000-2004
4884,swarm intelligence (2005-2009),swarm intelligence (2005-2009),400,2005-2009
4885,assignment problem (2005-2009),assignment problem (2005-2009),400,2005-2009
4886,network monitoring (2010-2014),network monitoring (2010-2014),400,2010-2014
4887,achievable rates (2010-2014),achievable rates (2010-2014),400,2010-2014
4888,development environment (2010-2014),development environment (2010-2014),400,2010-2014
4889,automatically detect (2015-2017),automatically detect (2015-2017),400,2015-2017
4890,baseline methods (2015-2017),baseline methods (2015-2017),400,2015-2017
4891,survey data (2015-2017),survey data (2015-2017),400,2015-2017
4892,benchmark data sets (2015-2017),benchmark data sets (2015-2017),400,2015-2017
4893,software architecture (1995-1999),software architecture (1995-1999),399,1995-1999
4894,amino acid (2000-2004),amino acid (2000-2004),399,2000-2004
4895,multiuser detection (2000-2004),multiuser detection (2000-2004),399,2000-2004
4896,position paper (2005-2009),position paper (2005-2009),399,2005-2009
4897,markup language (2005-2009),markup language (2005-2009),399,2005-2009
4898,linear prediction (2005-2009),linear prediction (2005-2009),399,2005-2009
4899,fuzzy model (2005-2009),fuzzy model (2005-2009),399,2005-2009
4900,sequence alignment (2005-2009),sequence alignment (2005-2009),399,2005-2009
4901,neural network nn (2010-2014),neural network nn (2010-2014),399,2010-2014
4902,high priority (2010-2014),high priority (2010-2014),399,2010-2014
4903,tight bounds (2010-2014),tight bounds (2010-2014),399,2010-2014
4904,task completion (2010-2014),task completion (2010-2014),399,2010-2014
4905,water quality (2010-2014),water quality (2010-2014),399,2010-2014
4906,application specific (2010-2014),application specific (2010-2014),399,2010-2014
4907,resource constraints (2015-2017),resource constraints (2015-2017),399,2015-2017
4908,classification algorithm (2015-2017),classification algorithm (2015-2017),399,2015-2017
4909,positive integer (2015-2017),positive integer (2015-2017),399,2015-2017
4910,formal specification (1995-1999),formal specification (1995-1999),398,1995-1999
4911,based methods (2000-2004),based methods (2000-2004),398,2000-2004
4912,network architecture (2000-2004),network architecture (2000-2004),398,2000-2004
4913,modal logic (2005-2009),modal logic (2005-2009),398,2005-2009
4914,application developers (2005-2009),application developers (2005-2009),398,2005-2009
4915,missing values (2005-2009),missing values (2005-2009),398,2005-2009
4916,memory management (2005-2009),memory management (2005-2009),398,2005-2009
4917,connected components (2005-2009),connected components (2005-2009),398,2005-2009
4918,medium access (2005-2009),medium access (2005-2009),398,2005-2009
4919,processing speed (2005-2009),processing speed (2005-2009),398,2005-2009
4920,hardware cost (2005-2009),hardware cost (2005-2009),398,2005-2009
4921,network devices (2010-2014),network devices (2010-2014),398,2010-2014
4922,parameter estimates (2010-2014),parameter estimates (2010-2014),398,2010-2014
4923,user evaluation (2010-2014),user evaluation (2010-2014),398,2010-2014
4924,large graphs (2010-2014),large graphs (2010-2014),398,2010-2014
4925,control signal (2010-2014),control signal (2010-2014),398,2010-2014
4926,performance prediction (2010-2014),performance prediction (2010-2014),398,2010-2014
4927,speeding up (2015-2017),speeding up (2015-2017),398,2015-2017
4928,classification problems (2000-2004),classification problems (2000-2004),397,2000-2004
4929,instruction set (2010-2014),instruction set (2010-2014),397,2010-2014
4930,user queries (2010-2014),user queries (2010-2014),397,2010-2014
4931,control methods (2010-2014),control methods (2010-2014),397,2010-2014
4932,minimum mean square error mmse (2010-2014),minimum mean square error mmse (2010-2014),397,2010-2014
4933,desired signal (2010-2014),desired signal (2010-2014),397,2010-2014
4934,ubiquitous computing (2015-2017),ubiquitous computing (2015-2017),397,2015-2017
4935,file system (2015-2017),file system (2015-2017),397,2015-2017
4936,learning environment (2000-2004),learning environment (2000-2004),396,2000-2004
4937,database management (2000-2004),database management (2000-2004),396,2000-2004
4938,distance learning (2000-2004),distance learning (2000-2004),396,2000-2004
4939,discrete time (2000-2004),discrete time (2000-2004),396,2000-2004
4940,path planning (2000-2004),path planning (2000-2004),396,2000-2004
4941,higher throughput (2005-2009),higher throughput (2005-2009),396,2005-2009
4942,powerful tools (2010-2014),powerful tools (2010-2014),396,2010-2014
4943,sharing information (2010-2014),sharing information (2010-2014),396,2010-2014
4944,vehicle routing problem (2010-2014),vehicle routing problem (2010-2014),396,2010-2014
4945,data analytics (2010-2014),data analytics (2010-2014),396,2010-2014
4946,optical network (2010-2014),optical network (2010-2014),396,2010-2014
4947,relay network (2010-2014),relay network (2010-2014),396,2010-2014
4948,new york (2015-2017),new york (2015-2017),396,2015-2017
4949,traffic congestion (2015-2017),traffic congestion (2015-2017),396,2015-2017
4950,logic programming (1995-1999),logic programming (1995-1999),395,1995-1999
4951,blocking probability (2000-2004),blocking probability (2000-2004),395,2000-2004
4952,routing algorithms (2000-2004),routing algorithms (2000-2004),395,2000-2004
4953,enterprise resource planning (2005-2009),enterprise resource planning (2005-2009),395,2005-2009
4954,output feedback (2005-2009),output feedback (2005-2009),395,2005-2009
4955,attribute values (2005-2009),attribute values (2005-2009),395,2005-2009
4956,supervised machine learning (2010-2014),supervised machine learning (2010-2014),395,2010-2014
4957,latent dirichlet allocation lda (2010-2014),latent dirichlet allocation lda (2010-2014),395,2010-2014
4958,context aware (2010-2014),context aware (2010-2014),395,2010-2014
4959,remains unclear (2010-2014),remains unclear (2010-2014),395,2010-2014
4960,robot arm (2010-2014),robot arm (2010-2014),395,2010-2014
4961,secondary user su (2010-2014),secondary user su (2010-2014),395,2010-2014
4962,automatically generates (2010-2014),automatically generates (2010-2014),395,2010-2014
4963,realistic scenarios (2010-2014),realistic scenarios (2010-2014),395,2010-2014
4964,phase space (2010-2014),phase space (2010-2014),395,2010-2014
4965,network conditions (2015-2017),network conditions (2015-2017),395,2015-2017
4966,test suite (2015-2017),test suite (2015-2017),395,2015-2017
4967,web server (2015-2017),web server (2015-2017),395,2015-2017
4968,error detection (2015-2017),error detection (2015-2017),395,2015-2017
4969,local minimum (2005-2009),local minimum (2005-2009),394,2005-2009
4970,underlying network (2005-2009),underlying network (2005-2009),394,2005-2009
4971,buffer size (2005-2009),buffer size (2005-2009),394,2005-2009
4972,hidden markov models hmms (2005-2009),hidden markov models hmms (2005-2009),394,2005-2009
4973,control mechanism (2010-2014),control mechanism (2010-2014),394,2010-2014
4974,wireless lan (2010-2014),wireless lan (2010-2014),394,2010-2014
4975,majority voting (2010-2014),majority voting (2010-2014),394,2010-2014
4976,networked systems (2010-2014),networked systems (2010-2014),394,2010-2014
